,open,high,low,close,volume,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,atr,adx,obv,vwap,sma_20,sma_50,std_dev,volume_avg,volume_trend,price_change_pct,roc,macd_histogram,ema_12_prev,ema_26_prev,macd_histogram_prev,plus_di,minus_di,donchian_high_20,donchian_low_20,donchian_high_10,donchian_low_10,keltner_middle,keltner_upper,keltner_lower,supertrend,supertrend_direction,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,rsi_2,sma_200,sma_5,ema_12_1h,ema_26_1h,trend_1h
2024-06-01 00:00:00,3000.0,3005.1500276377865,2991.2365636021186,3000.0,1030.239099506718,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,1030.239099506718,2998.7955304133015,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,0.6882981602235327,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3000.0,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,3016.348408732035,99.99999999903143,2970.0451067935787,3021.231590906084,3000.0,3000.0,0
2024-06-01 01:00:00,3000.0,3037.899982587057,2974.7247056088595,3020.648944806706,1729.8094359235129,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,2760.048535430231,3006.501621095569,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,0.6882981602235327,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3010.8406960235206,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2970.55994842788,99.99999999903143,2970.0451067935787,3021.231590906084,3003.176760739493,3001.5295514671634,1
2024-06-01 02:00:00,3020.648944806706,3046.9343659308274,3014.7430314089183,3029.4055506490536,1348.8514791700718,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,4108.900014600303,3014.334066525693,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,0.28989154325274047,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3017.657599345636,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2963.1226880329805,99.99999999931985,2970.0451067935787,3021.231590906084,3007.211959187118,3003.5944402954515,1
2024-06-01 03:00:00,3029.4055506490536,3020.0147605110624,3000.1103250375945,3017.427382907764,1397.430244571931,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,2711.4697700283714,3013.8730444696025,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,-0.3953966394074748,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3017.5911394194786,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2911.8740937035336,42.23149969273524,2970.0451067935787,3021.231590906084,3008.783562836448,3004.619102711178,1
2024-06-01 04:00:00,3017.427382907764,3049.8382135479314,3029.7735032533838,3038.676076166895,1372.9095068825927,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,4084.379276910964,3018.973372178702,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,0.7041989934702286,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3022.6914061897614,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2944.8400440333894,63.95034805946357,2970.0451067935787,3021.231590906084,3013.382411041132,3007.1418414856753,1
2024-06-01 05:00:00,3038.676076166895,3021.127396108179,2999.1031940538523,3006.7560669411814,2385.0558952638266,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,1699.3233816471375,3016.4046223425557,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,131.50508424751104,-1.0504577791647596,0.2252022313727231,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3019.3297774932216,3091.638591360807,2952.717111750188,3102.3844053279163,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2920.240758877521,39.964663920674106,2970.0451067935787,3022.58280429432,3012.3629734872934,3007.1132655934903,1
2024-06-01 06:00:00,3006.7560669411814,3003.735594898628,2976.2950806422255,2986.064823189943,1911.6450423065241,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,-212.32166065938668,3011.665489089168,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,10.511886604776933,-0.6881583770208421,-1.1449235660510038,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3013.0401980023107,3091.638591360807,2952.717111750188,3094.20644747839,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2950.602224534811,0.0,2970.0451067935787,3015.665979970968,3008.317104210778,3005.554121711746,1
2024-06-01 07:00:00,2986.064823189943,2981.2695524927244,2947.2779974815935,2964.0091881621925,1514.4035028310866,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,-1726.7251634904733,3005.9994692862656,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,12.273554666142816,-0.7386187619393025,-2.1587193062629018,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3004.564941580918,3091.638591360807,2952.717111750188,3068.4648846951227,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2973.906030635029,0.0,2970.0451067935787,3002.586707473595,3001.5005017417648,3002.476719226594,0
2024-06-01 08:00:00,2964.0091881621925,3008.629859192379,2987.6331493455396,2990.627572425289,1828.3390507076742,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,101.61388721720095,3004.6936655002414,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,30.83580077141823,0.8980533653339062,-0.8881675374950992,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3002.3293194179428,3091.638591360807,2952.717111750188,3068.4648846951227,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2953.4427616990433,54.68704793810324,2970.0451067935787,2997.2267453771,2999.827743385384,3001.5990046487195,0
2024-06-01 09:00:00,2990.627572425289,3017.56801393129,2984.198986774062,3014.1732006607663,1977.3195422411097,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,2078.9334294583105,3004.7679510136895,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,44.02402578819089,0.7873139555248043,-0.8063668154138282,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3004.1129053078453,3091.638591360807,2952.717111750188,3068.4648846951227,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2927.6769190204227,99.99999999960131,2970.0451067935787,2992.3261702758746,3002.034736812366,3002.530426575538,0
2024-06-01 10:00:00,3014.1732006607663,3036.3795499618222,3017.9354536542696,3026.854634212397,1692.4896653023475,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,3771.423094760658,3006.8419665839674,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,-29.037735817292866,0.4207267700758077,0.6684468850731262,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3049.8382135479314,2947.2779974815935,3007.3579868503534,3091.638591360807,2952.717111750188,3068.4648846951227,0,2998.5581055147622,3031.8727890202426,3039.162456603591,2957.4171054718604,2936.7754974310747,99.99999999944792,2970.0451067935787,2996.3458837301173,3005.853182566217,3004.332219733824,1
2024-06-01 11:00:00,3026.854634212397,3058.40541295537,3050.2625119556715,3053.8388689704548,2228.160282786344,57.83217192660012,3012.3735257577205,3029.8809213333975,-17.75718165614535,-4.468128382273587,-13.289053273871762,3089.422744951925,3029.687788429577,2969.9528319072288,3.943307739528591,34.73036990265463,14.273296774915467,5999.583377547002,3012.0069691128124,3029.6877884295773,2966.4267832018522,30.64338612730622,1610.661527204391,16.557218179894086,0.891494241350621,2.26967764578232,-13.289053273871762,3012.3735257577205,3029.8809213333975,-13.289053273871762,0.0,0.0,3116.4675805588918,2947.2779974815935,3058.40541295537,2947.2779974815935,3013.689991651407,3091.638591360807,2952.717111750188,3068.4648846951227,0,3002.841705218482,3031.8727890202426,3039.162456603591,2957.4171054718604,2917.8808531373693,99.99999999949578,2970.0451067935787,3009.9006928862195,3013.235595859177,3007.999378936537,1
